title,pair_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len,pred,pred_l
Lindesbergs VBK,50172,1,The club won the Swedish women's national championship in 2012,ignore,"[""The club won the Swedish women's national championship in 2012""]",2,1.0,5,2,#,-1
Arçonnay,50466,0,Arçonnay is a commune in the Sarthe department in the region of Pays-de-la-Loire in north-western France.,ssplit,"['Arçonnay is a commune.', 'It is found in the region Pays de la Loire in the Sarthe department in the west of France.']",0,1.0,5,1,uthonnay is a commune in the Sarthe department in north-western France.,1
Martin Nesbitt (politician),50738,0,"Martin Luther Nesbitt Jr. (September 25, 1946 – March 6, 2014) was a Democratic member of the North Carolina Senate.",ignore,"['Martin Luther Nesbitt, Jr. (September 25, 1946 – March 6, 2014) was an American Democratic member of the North Carolina Senate.']",0,0.25,2,4,Luther Nesbitt Jr. was a member of the North Carolina Senate.,1
Martin Nesbitt (politician),50738,1,He represented the 49th district (Buncombe County).,ignore,['He represented the 49th district (Buncombe County).'],1,0.5,3,4,#,-1
Martin Nesbitt (politician),50738,2,"An attorney from Asheville, North Carolina, Nesbitt was elected to eleven terms in the state House before moving to the state senate in 2004.",delete,[],2,0.75,4,4,#,-1
Martin Nesbitt (politician),50738,3,"He died in March 6, 2014, one week after being diagnosed with stomach cancer.",rephrase,"['Nesbitt died from stomach cancer on March 6, 2014 in his hometown of Asheville, North Carolina.']",2,1.0,5,4,#,-1
Vinča culture,50904,0,"The Vinča culture, ʋîːntʃa also known as Turdaș culture or Turdaș–Vinča culture, was a Neolithic archaeological culture in southeastern Europe, in present-day Serbia, and smaller parts of Bulgaria and Romania (particularly Transylvania), dated to the period 5700–4500 BC or 5300–4700/4500 BC.",rephrase,"['The Vinča culture was a culture during the stone age, roughly from 5400 BC to 4600 BC.']",0,0.5,3,2,"The Vincimea culture was a Neolithic archaeological culture in southeastern Europe. It was found in present-day Serbia and smaller parts of Bulgaria and Romania, which dated to the period 5700–4500 BC.",2
Vinča culture,50904,1,"Named for its type site, Vinča-Belo Brdo, a large tell settlement discovered by Serbian archaeologist Miloje Vasić in 1908, it represents the material remains of a prehistoric society mainly distinguished by its settlement pattern and ritual behaviour.",delete,[],1,1.0,5,2,#,-1
Eileen Brennan,50925,0,"Verla Eileen Regina Brennan (née Brennen; September 3, 1932 – July 28, 2013) was an American film, stage, and television actress.",rephrase,"['Eileen Brennan (September 3, 1932 – July 28, 2013) was a television, movie and theater actress.']",0,0.125,1,8,"Eileen Brennan was an American film, stage and television actress.",1
Eileen Brennan,50925,1,"She made her film debut in the satire ""Divorce American Style"" (1967), followed by a supporting role in Peter Bogdanovich's ""The Last Picture Show"" (1971), which earned her a BAFTA award nomination for Best Supporting Actress.",delete,[],1,0.25,2,8,#,-1
Eileen Brennan,50925,2,"Brennan also worked prolifically in television, receiving Emmy nominations for her guest-starring roles on ""Newhart"", ""Thirtysomething"", ""Taxi"" and ""Will & Grace"".",rephrase,"['She received Emmy nominations for guest starring roles on ""Newhart"" and ""Will and Grace"".']",1,0.375,2,8,#,-1
Eileen Brennan,50925,3,"Brennan was born Verla Eileen Regina Brennen on September 3, 1932, in Los Angeles, California, daughter of Regina ""Jeanne"" Menehan, a silent film actress, and John Gerald Brennen, a doctor.",rephrase,"['Brennan was born in Los Angeles, California on September 3, 1932.']",2,0.5,3,8,#,-1
Eileen Brennan,50925,4,"Of Irish descent, she was raised Roman Catholic.",delete,[],3,0.625,4,8,#,-1
Eileen Brennan,50925,5,"From 1968 to 1974, Brennan was married to British poet and photographer David John Lampson, with whom she had two sons: Patrick, a former basketball player turned actor, and Sam, a singer.",rephrase,['She was married to David John Lampson from 1968 until they divorced in 1974.'],3,0.75,4,8,#,-1
Eileen Brennan,50925,6,"Brennan died at her home in Burbank, California, on July 28, 2013, of bladder cancer.",rephrase,"['Brennan died on July 28, 2013 in Burbank, California from bladder cancer, aged 80.']",4,0.875,5,8,#,-1
Eileen Brennan,50925,7,"Her ""Private Benjamin"" costar Goldie Hawn said she was a ""brilliant comedian, a powerful dramatic actress and had the voice of an angel.""",delete,[],5,1.0,5,8,#,-1
Idris Muhammad,51170,0,"Idris Muhammad ( ; born Leo Morris; November 13, 1939 – July 29, 2014) was an American jazz drummer who recorded with Ahmad Jamal, Lou Donaldson, Pharoah Sanders, and Tete Montoliu.",rephrase,"['Idris Muhammad (; born Leo Morris; November 13, 1939 – July 29, 2014) was an American jazz drummer who has recorded a lot of music with many artists including Ahmad Jamal, Grant Green, Grover Washington, Hank Crawford, Gene Ammons, and Houston Person.']",0,0.5,3,2,"Muhammad was an American jazz drummer who recorded with Ahmad Jamal, Lou Donaldson, Pharoah Sanders and Tete Montoliu.",1
Idris Muhammad,51170,1,He died aged 74 in 2014.,rephrase,"['Muhammad died in New Orleans, Louisiana, he was 74.']",1,1.0,5,2,#,-1
Joel Grey,51568,0,"Joel Grey (born Joel David Katz; April 11, 1932) is an American actor, singer, dancer, director, and photographer.",ignore,"['Joel Grey (born Joel David Katz; April 11, 1932) is an American actor, singer, dancer, and photographer.']",0,0.0476190476190476,1,21,"Joel Grey, born Joel David Katz, is an American actor, singer, dancer, director and photographer.",1
Joel Grey,51568,1,"He is best known for portraying the Master of Ceremonies in the Kander & Ebb musical ""Cabaret"", as well as in the 1972 film adaptation.",delete,[],1,0.0952380952380952,1,21,#,-1
Joel Grey,51568,2,"He has won an Academy Award, Tony Award, and Golden Globe Award.",rephrase,['He also won the Golden Globe Award.'],1,0.1428571428571428,1,21,#,-1
Joel Grey,51568,3,"Grey was born in Cleveland, Ohio, the son of Goldie ""Grace"" (née Epstein) and Mickey Katz, a Jewish actor, comedian, and musician.",rephrase,"['Gray was born in Cleveland, Ohio to Goldie Epstein and to Mickey Katz.']",2,0.1904761904761904,1,21,#,-1
Joel Grey,51568,4,"He attended Alexander Hamilton High School in Los Angeles, California.",rephrase,"['He studied at the Cleveland Play House and at Alexander Hamilton High School in Los Angeles, California.']",3,0.238095238095238,2,21,#,-1
Joel Grey,51568,5,"Grey originated the role of the Master of Ceremonies in the Broadway musical ""Cabaret"" in 1966 for which he won a Tony Award.",ignore,"['Grey played the role of the Master of Ceremonies in the Broadway musical ""Cabaret"" in 1966 for which he won the Tony Award.']",4,0.2857142857142857,2,21,#,-1
Joel Grey,51568,6,"Additional Broadway credits include ""Come Blow Your Horn"" (1961), ""Stop the World - I Want to Get Off"" (1962), ""Half a Sixpence"" (1965), ""George M!""",delete,[],5,0.3333333333333333,2,21,#,-1
Joel Grey,51568,7,"(1968), ""Goodtime Charley"" (1975), ""The Grand Tour"" (1979), ""Chicago"" (1996), ""Wicked"" (2003), and ""Anything Goes"" (2011).",delete,[],5,0.3809523809523809,2,21,#,-1
Joel Grey,51568,8,"In November 1995, he performed as the Wizard in """" a staged concert of the popular story at Lincoln Center to benefit the Children's Defense Fund.",delete,[],5,0.4285714285714285,3,21,#,-1
Joel Grey,51568,9,"The performance was originally broadcast on Turner Network Television (TNT) in November 1995, and released on CD and video in 1996.",delete,[],5,0.4761904761904761,3,21,#,-1
Joel Grey,51568,10,"Grey won an Academy Award for Best Supporting Actor in March 1973 for his performance as the Master of Ceremonies in the 1972 film version of ""Cabaret"".",ignore,"['Grey won an Academy Award for Best Supporting Actor in March 1973 for his performance in the same role in the 1972 film version of ""Cabaret"".']",5,0.5238095238095238,3,21,#,-1
Joel Grey,51568,11,"His victory was part of a ""Cabaret"" near-sweep, which saw Liza Minnelli win Best Actress and Bob Fosse win Best Director, although it lost the Best Picture Oscar to ""The Godfather.""",delete,[],6,0.5714285714285714,3,21,#,-1
Joel Grey,51568,12,"For that role, Grey also won a BAFTA award for ""The Most Promising Newcomer to Leading Film Roles"" and Best Supporting Actor awards from the Golden Globes, Kansas City Film Critics Circle, National Board of Review of Motion Pictures, National Society of Film Critics, and a Tony Award for his original stage performance six years prior, making him one of only ten people who have won both a Tony Award and an Academy Award for the same role.",delete,[],6,0.6190476190476191,4,21,#,-1
Joel Grey,51568,13,"In 1958, Grey married Jo Wilder; they divorced in 1982.",ignore,"['In 1958, Grey married Jo Wilder; they divorced in 1982.']",6,0.6666666666666666,4,21,#,-1
Joel Grey,51568,14,"Together, they had two children: actress Jennifer (star of the film ""Dirty Dancing"") and chef James.",rephrase,"['Together, they had two children: actress Jennifer Grey and chef James.']",7,0.7142857142857143,4,21,#,-1
Joel Grey,51568,15,"He is a photographer; his first book of photographs, ""Pictures I Had to Take"", was published in 2003; its follow-up, ""Looking Hard at Unexpected Things"", was published in 2006.",rephrase,"['Gray is also a published photographer, with books ""Pictures I Had to Take"" 2003; its follow-up, ""Looking Hard at Unexpected Things"" 2006.']",8,0.7619047619047619,4,21,#,-1
Joel Grey,51568,16,"His third book, ""1.3 – Images from My Phone"", a book of photographs taken with his camera phone, was published in 2009.",ignore,"['His third book, ""1.3 – Images from My Phone"", a book of photographs taken with his camera phone, was published in 2009.']",9,0.8095238095238095,5,21,#,-1
Joel Grey,51568,17,"An exhibition of his work was held in April 2011 at the Museum of the City of New York, titled ""Joel Grey/A New York Life.""",ignore,"['An exhibit of his work was held in April 2011 at the Museum of the City of New York, titled ""Joel Grey/A New York Life.""']",10,0.8571428571428571,5,21,#,-1
Joel Grey,51568,18,"His fourth book, ""The Billboard Papers: Photographs by Joel Grey"", came out in 2013 and depicts the many-layered billboards of New York City.",delete,[],11,0.9047619047619048,5,21,#,-1
Joel Grey,51568,19,"In January 2015, Grey discussed his sexuality in an interview with ""People"", stating: ""I don't like labels, but if you have to put a label on it, I'm a gay man.""",ignore,"['In January 2015, Grey talked about his sexuality in an interview with ""People"", stating: ""I don\'t like labels, but if you have to put a label on it, I\'m a gay man"".']",11,0.9523809523809524,5,21,#,-1
Joel Grey,51568,20,"Grey writes about his family, his acting career, and the challenges of being gay in his 2016 memoir, ""Master of Ceremonies"".",delete,[],12,1.0,5,21,#,-1
Roman Polák,51602,0,Roman Polák (born 28 April 1986) is a professional ice hockey defenceman who currently plays with the Dallas Stars of the National Hockey League (NHL).,rephrase,"['Roman Polák (born April 28, 1986) is a Czech ice hockey defenceman.']",0,0.0769230769230769,1,13,Pola Huddk (born 28 April 1986) is a professional ice hockey player. He plays with the Dallas Stars of the National Hockey League (NHL).,2
Roman Polák,51602,1,"Polák was drafted in the sixth round, 180th overall, just ahead of Adrain 69 at the 2004 NHL Entry Draft by the St. Louis Blues, the organization with which he spent his entire NHL career prior to joining the Toronto Maple Leafs in 2014.",rephrase,['He was drafted 180th overall by the St. Louis Blues in the 2004 NHL Entry Draft.'],1,0.1538461538461538,1,13,#,-1
Roman Polák,51602,2,"He rejoined the Maple Leafs in 2016, after a brief stint with the San Jose Sharks.",delete,[],2,0.2307692307692307,2,13,#,-1
Roman Polák,51602,3,"In the 2018 offseason, Polák signed a one-year deal with the Dallas Stars.",delete,[],2,0.3076923076923077,2,13,#,-1
Roman Polák,51602,4,"Polák was drafted in the sixth round, 180th overall, in the 2004 NHL Entry Draft by the St. Louis Blues.",rephrase,['He has also played for the St. Louis Blues.'],2,0.3846153846153846,2,13,#,-1
Roman Polák,51602,5,"After playing in the Western Hockey League (WHL) in the 2004–05 season with the Kootenay Ice, he returned to his native Czech Republic to make his professional debut with HC Vítkovice of the Czech Extraliga.",rephrase,"['Before playing in the NHL, Polák played parts of 1 season with the Kootenay Ice of the Western Hockey League (WHL) and half of 1 season with HC Vítkovice Steel of the Czech Extraliga.']",3,0.4615384615384615,3,13,#,-1
Roman Polák,51602,6,"In the 2006–07 season, Polák returned to North America and appeared in his first NHL game on 9 October 2006, against the Anaheim Ducks.",rephrase,"['On October 9, 2006, Polák made his NHL debut in a 2-0 loss against the Anaheim Ducks.']",4,0.5384615384615384,3,13,#,-1
Roman Polák,51602,7,"After two seasons between the Blues and their affiliate, the Peoria Rivermen, Polák made the starting roster for the Blues in the 2008–09 season.",delete,[],5,0.6153846153846154,4,13,#,-1
Roman Polák,51602,8,"Polák scored his first NHL goal in his 57th game on 20 December 2008, against the Minnesota Wild.",rephrase,"['On December 20, 2008, he scored his first NHL goal against Niklas Bäckström of the Minnesota Wild in a 4-2 win.']",5,0.6923076923076923,4,13,#,-1
Roman Polák,51602,9,He finished the season with 15 points in 69 games and was re-signed by the Blues to a two-year contract on 24 July 2009.,delete,[],6,0.7692307692307693,4,13,#,-1
Roman Polák,51602,10,"Emerging as a mainstay in the Blues defense and establishing himself as one of the Blues' top defensive-defensemen over the next two seasons, Polák was re-signed by St. Louis to a five-year contract extension on 2 June 2011.",rephrase,"['On June 2, 2011, the Blues resigned Polák to a five-year contract extension.']",6,0.8461538461538461,5,13,#,-1
Roman Polák,51602,11,"On 28 June 2014, Polák was traded to the Toronto Maple Leafs in exchange for defenseman Carl Gunnarsson and a 2014 fourth-round draft pick (Ville Husso).",rephrase,"['On June 28, 2014, the Blues traded Polák to the Toronto Maple Leafs in exchange for Carl Gunnarsson and a fourth-round pick in the 2014 NHL Entry Draft.']",7,0.9230769230769232,5,13,#,-1
Roman Polák,51602,12,"During his first season in Toronto, Polák set a career-high in goals scored (5).",delete,[],8,1.0,5,13,#,-1
Ford Transit Connect,52003,0,The Ford Transit Connect is a compact panel van developed by Ford Europe.,ignore,['The Ford Transit Connect is a compact minivan developed by Ford Europe.'],0,0.1666666666666666,1,6,Ford Transit Connect is a compact panel van developed by Ford Europe.,1
Ford Transit Connect,52003,1,It is built on a dedicated commercial vehicle platform and shares parts with the Ford Focus.,rephrase,['It has many of the same parts as the Ford Focus.'],1,0.3333333333333333,2,6,#,-1
Ford Transit Connect,52003,2,"The first generation was designed by Peter Horbury and introduced in 2002 to replace the older Ford Escort and Fiesta-based van ranges, which had ceased production in the same year.",rephrase,['The first one was made to replace the Ford Escort and Ford Fiesta-based courier vans.'],2,0.5,3,6,#,-1
Ford Transit Connect,52003,3,It has been imported to the North American market since the 2010 model year.,delete,[],3,0.6666666666666666,4,6,#,-1
Ford Transit Connect,52003,4,"In North America, the Transit Connect does not have a direct predecessor; the closest vehicle to its size was the standard-length Ford Aerostar cargo van, which ceased production in 1997.",ssplit,"['In Canada and the United States, the Transit Connect has no predecessor.', 'The closest vehicle to its size was the Ford Aerostar, which was last made in 1997.']",3,0.8333333333333334,5,6,#,-1
Ford Transit Connect,52003,5,"The Transit Connect Wagon was the first Ford minivan since the 2007 discontinuation of the Freestar, though it was closer in size to the standard length Ford Aerostar sold from 1986 to 1997.",rephrase,"[""In North America, the Transit Connect is Ford's first minivan since they stopped making the Ford Freestar in 2007.""]",5,1.0,5,6,#,-1
Chuckle Brothers,52152,0,The Chuckle Brothers were an English comedy double act comprising Barry David Elliott (24 December 1944 – 5 August 2018) and Paul Harman Elliott (born 18 October 1947).,ignore,"[""The Chuckle Brothers were an English children's entertainment comedy double act, comprising Barry David Elliott (24 December 1944 – 5 August 2018) and Paul Harman Elliott (born 18 October 1947).""]",0,0.125,1,8,Chuckle Brothers was an English comedy double act. They included Barry David Elliott (24 December 1944 — 5 August 2018). Paul Harman Elliott was born 18 October 1947.,2
Chuckle Brothers,52152,1,"They were known for their BBC children's programme ""ChuckleVision"", which celebrated its twenty-first series with a 2010 stage tour entitled ""An Audience with the Chuckle Brothers"".",rephrase,"['They were known for their work on their BBC show ""ChuckleVision"".']",1,0.25,2,8,#,-1
Chuckle Brothers,52152,2,"The comedy of the Chuckle Brothers usually derived from slapstick, wordplay and other visual gags, and their catchphrases included ""To me, to you"" and ""Oh dear, oh dear"".",ignore,"['The comedy of the Chuckle Brothers usually were slapstick and other visual gags, and their catchphrases included ""To me, to you"" and ""Oh dear, oh dear"".']",2,0.375,2,8,#,-1
Chuckle Brothers,52152,3,"The brothers were born in Rotherham to Amy and James Patton Elliott, in 1944 and 1947.",delete,[],3,0.5,3,8,#,-1
Chuckle Brothers,52152,4,"Their father was a Gang Show performer whose stage name was Gene Patton; he worked with the 18-year-old Peter Sellers in 1943 in The No. 10 Gang and gave performances in London, Orkney and the Hebrides, Iceland, the Far East, India, and Burma.",delete,[],3,0.625,4,8,#,-1
Chuckle Brothers,52152,5,"Their two older brothers, Jimmy and Brian, are known professionally as the Patton Brothers and have appeared in ""ChuckleVision"", Jimmy as the nameless character known colloquially as ""No Slacking"", and Brian as another unnamed character known as ""Getoutofit"".",rephrase,"['Their older brothers, Jimmy and Brian, were the comedy duo Patton Brothers.']",3,0.75,4,8,#,-1
Chuckle Brothers,52152,6,"On 5 August 2018, Barry died after a period of ill health.",rephrase,"['On 5 August 2018, Barry died after a long battle with bone cancer, aged 73.']",4,0.875,5,8,#,-1
Chuckle Brothers,52152,7,"Paul grieved Barry's death stating ""I've not just lost my brother, I've lost my theatrical partner of many, many years and my very best friend.""",delete,[],5,1.0,5,8,#,-1
Laduz,52365,0,Laduz is a former commune in the Yonne department in Bourgogne-Franche-Comté in north-central France.,ssplit,"['Laduz is a commune.', 'It is found in the Yonne department in the center of France.']",0,0.5,3,2,,3
Laduz,52365,1,"On 1 January 2016, it was merged into the new commune of Valravillon.",delete,[],2,1.0,5,2,#,-1
Adriaen Coorte,52669,0,"Adriaen Coorte (ca. 1665 – after 1707) was a Dutch Golden Age painter of still lifes, who signed works between 1683 and 1707.",dsplit,"['Adriaen Coorte (about 1665 – 1707) was a Dutch painter.', 'He signed works between 1683 and 1707.']",0,0.0588235294117647,1,17,Adriaen Coorte (ca. 1665 – after 1707) was a Dutch Golden Age painter. He signed works between 1683 and 1707.,2
Adriaen Coorte,52669,1,"He painted small and unpretentious still lifes in a style more typical of the first half of the century, and was ""one of the last practitioners of this intimate category"".",dsplit,"[""He mainly painted 'still life'."", 'Coorte was ""one of the last practitioners of this intimate category"".']",2,0.1176470588235294,1,17,#,-1
Adriaen Coorte,52669,2,"Very little is known of his life, but he is assumed to have been born and died in Middelburg.",ssplit,"['Very little is known about his life.', 'He was probably born in Middelburg and also died there.']",4,0.1764705882352941,1,17,#,-1
Adriaen Coorte,52669,3,He became a pupil of Melchior d'Hondecoeter around 1680 in Amsterdam.,ignore,"[""He became a pupil of Melchior d'Hondecoeter around 1680 in Amsterdam.""]",6,0.2352941176470588,2,17,#,-1
Adriaen Coorte,52669,4,"Hondecoeter is known for repetitions of certain birds in certain poses, and he apparently took on pupils who were set to work copying these into their compositions.",delete,[],7,0.2941176470588235,2,17,#,-1
Adriaen Coorte,52669,5,"From 1683 he seems to have returned to Middelburg, where he set up a workshop and signed his small, carefully balanced minimalist still lifes.",ignore,"['From 1683 he seems to have returned to Middelburg, where he set up a workshop and signed his small, carefully balanced minimalist still lifes.']",7,0.3529411764705882,2,17,#,-1
Adriaen Coorte,52669,6,He often painted on paper that was glued to a wooden panel.,ignore,['He often painted on paper that was glued to a wooden panel.'],8,0.4117647058823529,3,17,#,-1
Adriaen Coorte,52669,7,"About 80 signed works by him have been catalogued, and nearly all of them follow the same pattern; small arrangements of fruits, vegetables, or shells on a stone slab, lit from above, with the dark background typical of still lifes earlier in the century.",ignore,"['About 80 signed works by him have been catalogued, and nearly all of them follow the same pattern; small arrangements of fruits, vegetables, or shells on a stone slab, lit from above, with the dark background typical of still lifes earlier in the century.']",9,0.4705882352941176,3,17,#,-1
Adriaen Coorte,52669,8,"Instead of the Chinese or silver vessels favoured by his contemporaries, his tableware is very basic pottery.",ignore,"['Instead of the Chinese or silver vessels favoured by his contemporaries, his tableware is very basic pottery.']",10,0.5294117647058824,3,17,#,-1
Adriaen Coorte,52669,9,"""Objects and light are studied intensely, and are painted with a wondrous tenderness"".",ignore,"['""Objects and light are studied intensely, and are painted with a wondrous tenderness"".']",11,0.5882352941176471,3,17,#,-1
Adriaen Coorte,52669,10,"Neither his birth nor death date is certain, and archival evidence only exists in Middelburg for his membership in the Guild of St. Luke there from 1695 onwards, when he was fined for selling a painting without being a member of the guild.",ignore,"['Neither his birth nor death date is certain, and archival evidence only exists in Middelburg for his membership in the Guild of St. Luke there from 1695 onwards, when he was fined for selling a painting without being a member of the guild.']",12,0.6470588235294118,4,17,#,-1
Adriaen Coorte,52669,11,His works appear frequently in contemporary Middelburg taxation inventories,ignore,['His works appear frequently in contemporary Middelburg taxation inventories'],13,0.7058823529411765,4,17,#,-1
Adriaen Coorte,52669,12,"Coorte was apparently not well known to his contemporaries outside the small city of Middelburg and, like Vermeer a century before, he was almost entirely forgotten until the 1950s, when the Dutch art historian Laurens J. Bol revived his reputation, beginning with an article in 1952, and finally publishing the first monograph and ""catalogue raisonné"" on Coorte in 1977 (""Adriaen Coorte"", Amsterdam).",dsplit,"['Coorte was probably not well known to the people who lived at the same time, outside the city of Middelburg.', 'Much like Vermeer, he was almost entirely forgotten.', 'In the 1950s, the Dutch art historian Laurens J. Bol revived his reputation, beginning with an article in 1952, and finally publishing the first monograph and catalogue raissone on Coorte in 1977 (""Adriaen Coorte"", Amsterdam).']",14,0.7647058823529411,4,17,#,-1
Adriaen Coorte,52669,13,"Bol arranged an exhibition of 35 examples of Coorte's work in 1958 at the Dordrechts Museum, which became a sensation in the Netherlands, with the poets Hans Faverey and Ed Leeflang both being inspired by the paintings.",ssplit,"[""Bol arranged an exhibition of 35 examples of Coorte's work in 1958 at the Dordrechts Museum."", 'This became a sensation in the Netherlands; the poets Hans Faverey and Ed Leeflang were both inspired by the paintings.']",17,0.8235294117647058,5,17,#,-1
Adriaen Coorte,52669,14,"In 2003 there was an exhibition at the National Gallery of Art, Washington.",ignore,"['In 2003 there was an exhibition at the National Gallery of Art, Washington.']",19,0.8823529411764706,5,17,#,-1
Adriaen Coorte,52669,15,"In 2008 a new travelling exhibition was set up; ""Ode to Coorte"", that was as nearly as successful, making Coorte the most celebrated ""rediscovered"" Dutch Baroque painter of recent decades.",ignore,"['In 2008 a new travelling exhibition was set up; ""Ode to Coorte"", that was nearly as successful, making Coorte the most celebrated ""rediscovered"" Dutch Baroque painter of recent decades.']",20,0.9411764705882352,5,17,#,-1
Adriaen Coorte,52669,16,"Testifying to Coorte's recent popularity is the December 1st, 2009 auction of two of his new-found paintings, which each sold for more than ten times the estimated price.",delete,[],21,1.0,5,17,#,-1
Jalpaiguri division,52902,0,Jalpaiguri Division is a division in the Indian state of West Bengal.,ignore,['Jalpaiguri Division is a division in the Indian state of West Bengal.'],0,1.0,5,1,Jalpaiguri Division is a division in the Indian state of West Bengal.,1
Daniel Viglietti,52998,0,"Daniel Alberto Viglietti Indart (24 July 1939 – 30 October 2017) was an Uruguayan folk singer, guitarist, composer, and political activist.",ignore,"['Daniel Alberto Viglietti Indart (24 July 1939 – 30 October 2017) was an Uruguayan folk singer, guitarist, composer, and political activist.']",0,0.2,1,5,"Alberto VIGietti Indart (24 July 1939 – 30 October 2017) was a folk singer, guitarist and composer. He also worked as a political activist.",2
Daniel Viglietti,52998,1,"He was one of the main exponents of Uruguayan popular song and also of the ""Nueva Canción"" or ""New Song"" of the 1960s and early 1970s.",ignore,"['He was one of the main singers of Uruguayan popular song and also of the ""Nueva Canción"" or ""New Song"" of the 1960s and early 1970s.']",1,0.4,2,5,#,-1
Daniel Viglietti,52998,2,Viglietti was imprisoned in 1972 by his own government.,ignore,['Viglietti was imprisoned in 1972 by his own government.'],2,0.6,3,5,#,-1
Daniel Viglietti,52998,3,"He was supported by the likes of Jean-Paul Sartre as an international man of conscience, a voice for peace, and an opponent of the fascism and tyranny that plagued South America in the 1970s.",rephrase,['He was an activist against fascism in South America during the 1970s.'],3,0.8,4,5,#,-1
Daniel Viglietti,52998,4,"Rumors about possible mistreatment against him forced the authorities to bring him out in front of television cameras to show that, in particular, his hands were fine.",delete,[],4,1.0,5,5,#,-1
Johnston's African dormouse,53065,0,"The Johnston's African dormouse (""Graphiurus johnstoni"") is a species of rodent in the family Gliridae.",ignore,"['The Johnston\'s African Dormouse (""Graphiurus johnstoni"") is a species of rodent in the Gliridae family.']",0,0.3333333333333333,2,3,The Johnston's African dormouse is a member of the family Glir dictum.,1
Johnston's African dormouse,53065,1,"It is found in Malawi, Zambia, and Zimbabwe.",ignore,"['It is found in Malawi, Zambia, and Zimbabwe.']",1,0.6666666666666666,4,3,#,-1
Johnston's African dormouse,53065,2,Its natural habitat is moist savanna.,ignore,['Its natural habitat is moist savanna.'],2,1.0,5,3,#,-1
Brian Eno,53081,0,"Brian Peter George St John le Baptiste de la Salle Eno, RDI ( ; born Brian Peter George Eno, 15 May 1948) is an English musician, record producer, visual artist, and theorist best known for his pioneering work in ambient music and contributions to rock, pop, and electronica.",rephrase,['Brian Eno (born 15 May 1948) is an English musician.'],0,0.5,3,2,"Brian Peter St John le Baptiste de la Salle Eno was born Brian Peter George Eno, 15 May 1948. He is an English musician, record producer and visual artist. Gergiev is best known for his own work in music and contributions to rock, pop and electronica.",2
Brian Eno,53081,1,"A self-described ""non-musician"", Eno has helped introduce unique conceptual approaches and recording techniques to contemporary music.",delete,[],1,1.0,5,2,#,-1
Unforgiven: In Your House,53205,0,Unforgiven: In Your House was the 21st professional wrestling pay-per-view (PPV) event under the In Your House name from the World Wrestling Federation (WWF).,ssplit,"['Unforgiven: In Your House was a professional wrestling pay-per-view show made by World Wrestling Federation (WWF).', ""It was the 21st pay-per-view to be held under the WWF's In Your House name.""]",0,0.25,2,4,Unforgiven: In Your House was the 21st professional wrestling pay-per-view (PPV) event.,1
Unforgiven: In Your House,53205,1,"It took place on April 26, 1998, at the Greensboro Coliseum in Greensboro, North Carolina.",rephrase,"['It was held on April 26, 1998 at Greensboro Coliseum in Greensboro, North Carolina.']",2,0.5,3,4,#,-1
Unforgiven: In Your House,53205,2,"This was the first WWF pay-per-view that used the new ""scratch"" logo for promotional work, which had first appeared on the ring apron at WrestleMania XIV.",rephrase,"['The PPV was also the first to use the ""scratch"" logo for their promotional work, while WrestleMania XIV featured the logo on the ring apron, the official graphic still featured the New Generation logo.']",3,0.75,4,4,#,-1
Unforgiven: In Your House,53205,3,This event saw the first Inferno match and WWF's first evening gown match.,rephrase,"[""The pay-per-view also held the first ever Inferno Match and WWF's first evening gown match.""]",4,1.0,5,4,#,-1
P. J. Patterson,53348,0,"Percival Noel James Patterson, ON, PC, QC (born 10 April 1935), is a Jamaican former politician who served as the sixth Prime Minister of Jamaica from 1992 to 2005.",ssplit,"['Percival Noel James Patterson, ON, PC, QC (born 10 April 1935), is a Jamaican politician.', 'He served as the sixth Prime Minister of Jamaica from 1992 to 2006.']",0,0.2,1,5,Percival Noel James Patterson was born 10 April 1935. He is a Jamaican former politician who served as the sixth Prime Minister of Jamaica from 1992 to 2005.,2
P. J. Patterson,53348,1,"He was the leader of the People's National Party from 1992 to 2005, and the Member of Parliament (MP) for the constituency of Westmoreland South Eastern from 1970 to 1980 (when he lost to Euphemia Williams of the Jamaica Labour Party) and again from 1989 to 1993.",rephrase,"[""He was the leader of the People's National Party from 1992 to 2006 and as the Member of Parliament (MP) from 1970 to 1980 when he lost to the Jamaica Labour Party Euphemia Williams, and again from 1989 to 1993.""]",2,0.4,2,5,#,-1
P. J. Patterson,53348,2,"Following a constituency reorganization, he served as the MP for Westmoreland Eastern from 1993 to 2005.",rephrase,['He served as the MP for Westmoreland Eastern from 1993 to 2006.'],3,0.6,3,5,#,-1
P. J. Patterson,53348,3,He retired from all of these positions in March 2005.,rephrase,['He retired in March 2006.'],4,0.8,4,5,#,-1
P. J. Patterson,53348,4,"He was married to Shirley Field-Ridley (d. 1982) with whom he had two children, Richard and Sharon.",delete,[],5,1.0,5,5,#,-1
Heliocentrism,53605,0,Heliocentrism is the astronomical model in which the Earth and planets revolve around the Sun at the center of the Solar System.,rephrase,"['Heliocentrism is the idea that the Earth and other planets revolve around the Sun, which is the center of the solar system.']",0,0.1428571428571428,1,7,Heliostrism is the astronomical model in which the Earth and planets revolve around the sun at the center of the Solar System.,0
